Date,No.,Note,Cost Center,Amount,TYPE,Type 2
1-Jul-21,496,كور كونسلت للاستشارات,مبنى خدمات الفحص الفني - بورسعيد,3150.00,Cash Out,Cash Out
1-Jul-21,511,كامل عامر حمدته م\ق,مبنى خدمات الفحص الفني - بورسعيد,66235.00,Cash Out,Cash Out
1-Aug-21,288,باور تك م 18 ,مبنى خدمات الفحص الفني - بورسعيد,481142.00,Cash Out,Cash Out
1-Aug-21,517,كامل عامرحمدته - م1,مبنى خدمات الفحص الفني - بورسعيد,150000.00,Cash Out,Cash Out
1-Aug-21,633,كامل عامر حمدته م1,مبنى خدمات الفحص الفني - بورسعيد,144607.00,Cash Out,Cash Out
1-Aug-21,845,كامل عامر حمدته م2,مبنى خدمات الفحص الفني - بورسعيد,200000.00,Cash Out,Cash Out
1-Sep-21,344,كامل عامر حمدته م2,مبنى خدمات الفحص الفني - بورسعيد,50000.00,Cash Out,Cash Out
1-Sep-21,557,كامل عامر حمدته م3,مبنى خدمات الفحص الفني - بورسعيد,135326.00,Cash Out,Cash Out
1-Oct-21,267,كامل عامر حمدته م4,مبنى خدمات الفحص الفني - بورسعيد,46580.00,Cash Out,Cash Out
1-Oct-21,269,باور تك رد المصاريف الاداريه,مبنى خدمات الفحص الفني - بورسعيد,450830.00,Cash Out,Cash Out
1-Nov-21,100,محمد عواد محمد,مبنى خدمات الفحص الفني - بورسعيد,50000.00,Cash Out,Cash Out
1-Nov-21,502,الاسلامية للمقاولات م32,مبنى خدمات الفحص الفني - بورسعيد,100369.00,Cash Out,Cash Out
1-Nov-21,521,كامل عامر حمدته م5,مبنى خدمات الفحص الفني - بورسعيد,70680.00,Cash Out,Cash Out
1-Dec-21,341,كامل عامر حمدته م6,مبنى خدمات الفحص الفني - بورسعيد,68538.00,Cash Out,Cash Out
1-Dec-21,1005,كامل عامر حمدته م7,مبنى خدمات الفحص الفني - بورسعيد,33692.00,Cash Out,Cash Out
31-Dec-21,,,مبنى خدمات الفحص الفني - بورسعيد,4377285.52,تحت التسوية,تحت التسوية
1-Jan-22,349,كامل عامر حمدته مقطوعيه,مبنى خدمات الفحص الفني - بورسعيد,37350.00,Cash Out,Cash Out
1-Jan-22,516,عثماكوم للصناعات الحديديه مقطوعيه,مبنى خدمات الفحص الفني - بورسعيد,28000.00,Cash Out,Cash Out
25-Feb-22,574,كامل عامر حمدته م8,مبنى خدمات الفحص الفني - بورسعيد,28753.00,Cash Out,Cash Out
1-Mar-22,1056,ايجي فلور م3,مبنى خدمات الفحص الفني - بورسعيد,50000.00,Cash Out,Cash Out
1-Apr-22,294,عصام صابر عبدالله مقطوعيه,مبنى خدمات الفحص الفني - بورسعيد,3222.00,Cash Out,Cash Out
